Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"Sinamon 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/sinamon-pantai-indah-kapuk,Pantai Indah Kapuk , Kafe,4.8,4.3,3.6,4.6,4.6,Senin - Minggu (07:30 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Ruko Crown Golf, Blok B No. 60, Bukit Golf MediteraniaJl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",085171641540,Di bawah Rp. 50.000 /orang
"Maxi's Resto 
                [ Barat ]",https://pergikuliner.com/restaurants/bandung/maxi-s-resto-ciumbuleuit,Ciumbuleuit , Barat,4.5,4.5,4.0,4.8,4.3,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Gunung Agung No. 8, Ciumbuleuit, Bandung",022 2032666,Rp. 100.000 - Rp. 200.000 /orang
"Irotikay 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/irotikay-wijaya,Wijaya , Jepang,4.8,4.3,4.5,3.4,4.5,"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokok100% HalalBisa reservasiArea parkirAlkohol,"Humble HouseJl. Wijaya II No. 123, Wijaya, Kebayoran Baru, Jakarta Selatan( Alamat Lama:Jl. Panglima Polim V No. 60, Panglima Polim, Kebayoran Baru, Jakarta Selatan)",085162832632,Rp. 50.000 - Rp. 100.000 /orang
"Exquise Patisserie 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/exquise-patisserie-menteng,Menteng , Kafe,4.2,4.1,3.7,4.1,4.1,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Rumah CokroJl. HOS Cokroaminoto No. 42A, Menteng, Jakarta Pusat","021 3161413,  0818669009",Rp. 50.000 - Rp. 100.000 /orang
"O'Good Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/o-good-coffee-grogol,Grogol , Kafe,3.9,4.4,4.0,4.5,4.3,"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 23:30), Minggu (10:00 - 23:00)","Tunai, Debet, Go-pay, Ovo",WifiArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"Jl. Dr. Susilo Raya No. 16, Grogol, Jakarta Barat",081284911292,Rp. 50.000 - Rp. 100.000 /orang
"Kopikalyan 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/kopikalyan-bsd,BSD , Kafe,4.1,4.5,3.9,4.1,4.2,"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",Tunai,WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Foresta Business Loft 2, No. 20Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",021 30020229,Rp. 50.000 - Rp. 100.000 /orang
"Creamery One-Seventeen 
                [ Es Krim ]",https://pergikuliner.com/restaurants/tangerang/creamery-one-seventeen-gading-serpong-2,Gading Serpong , Es Krim,4.1,4.1,3.9,3.9,4.2,"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Ruko Beryl 3, No. 17 - 18Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang( Alamat Lama:Ruko Graha Boulevard, Blok D No. 25, Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang)","081317721226,  085921714516",Di bawah Rp. 50.000 /orang
"Ben Gong's Tea 
                [ Bubble Tea ]",https://pergikuliner.com/restaurants/jakarta/ben-gong-s-tea-scbd,SCBD , Bubble Tea,4.4,4.3,3.8,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Ovo, Dana",100% HalalArea parkir,"ASHTA District 8, Lantai Upper GroundJl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",08118412332,Di bawah Rp. 50.000 /orang
"Teazzi 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/teazzi-gading-serpong,Gading Serpong , Kafe,4.3,4.1,4.1,4.1,4.2,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)","Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Ruko Maggiore Square, No. 53Jl. Springs Boulevard, Gading Serpong, Serpong, Tangerang",Tidak Ada No Telepon,Di bawah Rp. 50.000 /orang
"First Crack 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/first-crack-sunter,Sunter , Kafe,4.1,4.4,3.7,4.0,4.0,"Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Altira Business Park, Blok B 12 - 15Jl. Yos Sudarso, Sunter, Jakarta Utara",021 21882368,Rp. 100.000 - Rp. 200.000 /orang
"Toko Kopi Tuku 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/toko-kopi-tuku-tanah-sareal,Tanah Sareal , Kafe,4.4,4.8,4.8,4.4,4.4,,Tunai,100% HalalArea parkir,"Lotte Grosir Bogor, ParkiranJl. KH. Sholeh Iskandar, Tanah Sareal, Bogor",,Di bawah Rp. 50.000 /orang
"Warung Kopi Gempol 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bekasi/warung-kopi-gempol-bekasi-timur,Bekasi Timur , Indonesia,5.0,5.0,5.0,5.0,5.0,"Senin - Jumat (09:00 - 17:00), Sabtu - Minggu (08:00 - 17:00)",Tunai,WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Bambu Runcing No. 1, Bekasi Timur, Bekasi",081284762426,Di bawah Rp. 50.000 /orang
"Starbucks 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/starbucks-tebet,Tebet , Kafe,4.2,4.1,3.9,4.0,4.0,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Kota Kasablanka, Lantai GroundJl. Casablanca Raya, Tebet, Jakarta Selatan","021 29475139,  021 29465141",Rp. 50.000 - Rp. 100.000 /orang
"Latteria Gelato 
                [ Es Krim ]",https://pergikuliner.com/restaurants/jakarta/latteria-gelato-pantai-indah-kapuk,Pantai Indah Kapuk , Es Krim,4.3,3.9,3.8,4.0,4.0,"Senin - Kamis (12:00 - 21:00), Jumat - Minggu (11:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",Wifi100% HalalArea parkir,"Ruko Crown Golf, Blok D No. 39, Bukit Golf MediteraniaJl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",082297464141,Di bawah Rp. 50.000 /orang
"Chingu Korean Fan Cafe 
                [ Korea ]",https://pergikuliner.com/restaurants/bandung/chingu-korean-fan-cafe-dago-bawah,Dago Bawah , Korea,3.9,4.4,3.8,3.9,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Sawunggaling No. 10, Dago Bawah, Bandung","022 4239963,  085860530980",Rp. 50.000 - Rp. 100.000 /orang
"Sushi Apa 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sushi-apa-kelapa-gading,Kelapa Gading , Jepang,4.2,4.1,3.7,4.2,4.2,"Senin - Minggu (11:00 - 14:30, 17:00 - 22:00)","Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkirAlkohol,"Jl. Boulevard Raya Blok FW1 No. 30 - 31, Kelapa Gading, Jakarta Utara","021 4533201,  08118433031",Rp. 100.000 - Rp. 200.000 /orang
"TWG Tea Salon & Boutique 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/twg-tea-salon-dan-boutique-scbd,SCBD , Kafe,4.2,4.3,3.5,4.1,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkirAlkohol,"Pacific Place Mall, Lantai 1Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",021 57973272,Rp. 100.000 - Rp. 200.000 /orang
"Madam Lee Korean BBQ 
                [ Korea ]",https://pergikuliner.com/restaurants/jakarta/madam-lee-korean-bbq-sunter-2,Sunter , Korea,4.5,3.8,4.6,4.2,4.2,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkirAlkohol,"Jl. Danau Agung Tengah IV Blok H2 No. 1A - 1B, Sunter, Jakarta Utara( Alamat Lama:Jl. Agung Tengah IV No. 36, Sunter, Jakarta Utara)",087854748889,Rp. 100.000 - Rp. 200.000 /orang
"Tutur Kata Coffee Tea & Eatery 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/tutur-kata-coffee-tea-dan-eatery-mustika-jaya,Mustika Jaya , Kafe,4.0,4.0,3.9,4.4,4.2,Senin - Minggu (09:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Grand Wisata, Blok AA9 No. 37Jl. Celebration Boulevard, Mustika Jaya, Bekasi",0895622571545,Di bawah Rp. 50.000 /orang
"Babochkaa Bistro & Coffee Bar 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/babochkaa-bistro-dan-coffee-bar-slipi,Slipi , Kafe,4.0,4.2,3.8,4.1,4.4,"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)","Tunai, Visa, Master, Debet, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Central Park, Tribeca Park, Lantai GroundJl. Letjen S. Parman, Slipi, Jakarta Barat","021 29200333,  08119189883",Rp. 100.000 - Rp. 200.000 /orang
"Kupu Kopi 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/kupu-kopi-mampang,Mampang , Kafe,3.8,4.6,4.3,4.4,4.5,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Mampang Prapatan VIII No. 9, Mampang, Jakarta Selatan",087788376333,Di bawah Rp. 50.000 /orang
"Kedai Nyonya Rumah 
                [ Indonesia,Barat ]",https://pergikuliner.com/restaurants/bandung/kedai-nyonya-rumah-naripan,Naripan ," Indonesia,Barat",4.1,4.5,3.6,4.2,4.0,"Senin - Selasa (10:00 - 21:30), Rabu (10:00 - 22:00), Kamis (10:00 - 21:30), Jumat - Sabtu (10:00 - 22:00), Minggu (10:00 - 21:30)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiPesan antarArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Naripan No. 92C, Naripan, Bandung","022 4216515,  085871826424",Rp. 50.000 - Rp. 100.000 /orang
"Maison Feerie 
                [ Toko Roti dan Kue ]",https://pergikuliner.com/restaurants/surabaya/maison-feerie-tegalsari-2,Tegalsari , Toko Roti dan Kue,4.3,3.9,4.2,4.2,3.9,Senin - Minggu (10:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana, QRIS",WifiArea merokokArea outdoor100% HalalArea parkir,"Tunjungan Plaza 6, Lantai 5Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",082167032266,Di bawah Rp. 50.000 /orang
Klean Bowl,https://pergikuliner.com/restaurants/jakarta/klean-bowl-slipi,,,4.4,3.8,4.0,4.2,4.1,Senin - Minggu (10:00 - 21:00),Tunai,100% HalalArea parkir,"Neo Soho Mall, Lantai 3A, Open KitchenJl. Letjen S. Parman, Slipi, Jakarta Barat",081913011193,Rp. 50.000 - Rp. 100.000 /orang
"Joe & Dough 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/joe-dan-dough-tebet,Tebet , Kafe,4.2,4.1,3.9,4.0,4.2,Senin - Minggu (10:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",Wifi100% HalalBisa reservasiArea parkir,"Kota Kasablanka, Lantai Ground, Food SocietyJl. Casablanca Raya, Tebet, Jakarta Selatan",021 22834929,Rp. 100.000 - Rp. 200.000 /orang
"Bottlenose Shack 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/bottlenose-shack-puri,Puri , Kafe,4.2,4.2,3.9,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Puri Indah Mall Expansion, Lantai GroundJl. Puri Indah Raya, Puri, Jakarta Barat","021 5823190,  08119316111",Rp. 100.000 - Rp. 200.000 /orang
"Ajwad Restaurant 
                [ Arab/Timur Tengah ]",https://pergikuliner.com/restaurants/jakarta/ajwad-restaurant-kramat-jati,Kramat Jati , Arab/Timur Tengah,4.6,4.4,4.1,4.4,4.4,"Senin - Kamis (10:00 - 21:30), Jumat (13:00 - 21:30), Sabtu - Minggu (11:00 - 21:30)",Tunai,Wifi100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Raya Condet No. 50 (Sebelah SPBU Mega Baja), Kramat Jati, Jakarta Timur",081113301010,Rp. 100.000 - Rp. 200.000 /orang
"BUTANOYA 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/butanoya-kelapa-gading,Kelapa Gading , Jepang,4.7,4.1,4.4,4.4,4.3,Senin - Minggu (09:00 - 24:00),"Tunai, Debet, Go-pay, Ovo, Dana",Area merokokArea outdoorBisa reservasiArea parkir,"Jl. Kelapa Hibrida Raya Blok RA3 No. 23, Kelapa Gading, Jakarta Utara",08972412928,Rp. 50.000 - Rp. 100.000 /orang
"Guten Morgen Coffee Lab & Shop 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/guten-morgen-coffee-lab-dan-shop-tomang,Tomang , Kafe,4.0,4.4,3.7,3.9,4.3,"Senin - Kamis (08:00 - 20:00), Jumat - Minggu (10:00 - 22:00)","Tunai, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkir,"Jl. Mandala Utara No. 29C, Tomang, Jakarta Barat",087885776188,Rp. 50.000 - Rp. 100.000 /orang
"Common Grounds 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/common-grounds-scbd,SCBD , Kafe,4.4,4.4,3.9,4.4,4.2,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"ASHTA District 8, Lantai GroundJl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan","081289202230,  08111998793",Rp. 100.000 - Rp. 200.000 /orang
"Blue Jasmine 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/blue-jasmine-gandaria,Gandaria , Indonesia,4.1,4.5,3.4,4.2,4.2,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Kyai Maja No. 39, Gandaria, Jakarta Selatan","021 29053990,  081574317317",Rp. 100.000 - Rp. 200.000 /orang
"Arumanis - Bumi Surabaya City Resort 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/arumanis-bumi-surabaya-city-resort-genteng,Genteng , Indonesia,4.3,4.5,3.7,4.6,4.6,Senin - Minggu (06:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Bumi Surabaya City Resort, Lobby LevelJl. Basuki Rahmat No. 106 - 128, Genteng, Surabaya",031 5326301,Di atas Rp. 200.000 /orang
"Gyu Gyu 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/gyu-gyu-cihampelas,Cihampelas , Jepang,4.6,4.2,3.8,4.1,4.4,Senin - Minggu (11:30 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Cihampelas No. 254, Cihampelas, Bandung","022 64404771,  087877217555",Rp. 100.000 - Rp. 200.000 /orang
"Ritzeky Bistro 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/ritzeky-bistro-sentul,Sentul , Kafe,4.3,4.4,4.0,4.5,4.2,"Senin - Jumat (09:00 - 22:00), Sabtu (08:00 - 22:30), Minggu (09:00 - 22:00)","Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jungle Land Avenue, Blok C3D No. 103Jl. Jungleland Avenue, Sentul, Bogor",08111199887,Rp. 50.000 - Rp. 100.000 /orang
"La Maison 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/jakarta/la-maison-thamrin-2,Thamrin , Toko Kue,4.4,4.0,3.7,4.1,4.2,"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet",100% HalalArea parkir,"Grand Indonesia Mall, Lantai Lower Ground, West MallJl. MH Thamrin, Thamrin, Jakarta Pusat( Alamat Lama:Grand Indonesia Mall, Lantai Upper Ground, East Mall, Jl. MH Thamrin, Thamrin, Jakarta Pusat)",08119876668,Rp. 50.000 - Rp. 100.000 /orang
"Makmur Jaya Coffee Roaster 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/makmur-jaya-coffee-roaster-lengkong,Lengkong , Kafe,4.3,4.1,4.0,3.9,3.9,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Jl. Lengkong Besar No. 62, Lengkong, Bandung",082113560564,Di bawah Rp. 50.000 /orang
"Toast Box 
                [ Kafe,Singapura ]",https://pergikuliner.com/restaurants/jakarta/toast-box-puri,Puri ," Kafe,Singapura",4.4,4.1,4.1,4.0,4.1,Senin - Minggu (09:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea outdoor100% HalalArea parkir,"Puri Indah Mall, Lantai GroundJl. Puri Indah Raya, Puri, Jakarta Barat",021 58352235,Rp. 50.000 - Rp. 100.000 /orang
"Mie Gacoan 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bekasi/mie-gacoan-bekasi-timur,Bekasi Timur , Indonesia,4.2,3.8,4.6,3.9,4.0,24 Jam,Tunai,24 Jam,"Jl. IR. H. Juanda No. 93, Bekasi Timur, Bekasi",,Di bawah Rp. 50.000 /orang
"Baked & Brewed Coffee and Kitchen 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/baked-dan-brewed-coffee-and-kitchen-bogor-tengah,Bogor Tengah , Kafe,4.1,4.4,4.0,4.1,3.9,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Colonial BuildingJl. Salak No. 6, Bogor Tengah, Bogor",08119359933,Rp. 50.000 - Rp. 100.000 /orang
"VIN+ Wine & Beyond 
                [ Italia,Barat ]",https://pergikuliner.com/restaurants/jakarta/vin-wine-dan-beyond-senayan,Senayan ," Italia,Barat",4.1,4.2,3.8,4.4,4.4,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Plaza Senayan Arcadia, Lantai 1Jl. New Delhi Pintu 1 Senayan, Senayan, Jakarta Selatan",021 57901477,Rp. 100.000 - Rp. 200.000 /orang
"Tian Banana x 13coffee 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/tian-banana-x-13coffee-tanjung-duren,Tanjung Duren , Indonesia,4.3,3.7,4.1,4.3,4.3,Senin - Minggu (10:00 - 20:00),"Tunai, Go-pay, Ovo",WifiArea merokok100% HalalArea parkir,"Jl. Tanjung Duren Raya No. 7B, Tanjung Duren, Jakarta Barat",081219193310,Di bawah Rp. 50.000 /orang
"Turkuaz 
                [ Arab/Timur Tengah ]",https://pergikuliner.com/restaurants/jakarta/turkuaz-senopati,Senopati , Arab/Timur Tengah,4.2,4.4,3.7,4.2,4.3,"Senin - Kamis (11:30 - 23:00), Jumat - Sabtu (11:30 - 24:00), Minggu (11:30 - 23:00)","Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Gunawarman No. 32, Senopati, Kebayoran Baru, Jakarta Selatan","021 72795846,  021 72795853",Rp. 100.000 - Rp. 200.000 /orang
"Kemuning Resto 
                [ Indonesia ]",https://pergikuliner.com/restaurants/depok/kemuning-resto-cilodong,Cilodong , Indonesia,3.9,4.2,4.1,4.4,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Ruko Arya Kemuning, No. A7Jl. Villa Pertiwi, Cilodong, Depok",082116888432,Di bawah Rp. 50.000 /orang
"Kasima 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/kasima-sentul,Sentul , Kafe,4.0,4.4,3.9,4.1,4.2,"Senin - Kamis (10:00 - 22:00), Jumat - Minggu (09:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Sentul City, Taman Budaya SentulJl. Siliwangi No. 1, Sentul, Bogor",08111255315,Rp. 100.000 - Rp. 200.000 /orang
"Triple Market 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/triple-market-rawalumbu,Rawalumbu , Kafe,4.8,4.2,4.5,4.7,4.2,"Senin - Jumat (12:00 - 21:00), Sabtu - Minggu (12:00 - 22:00)","Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Kemang PratamaJl. Duta I Blok SS No. 4, Rawalumbu, Bekasi",087884830633,Di bawah Rp. 50.000 /orang
"Yellow Duck 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bekasi/yellow-duck-mustika-jaya,Mustika Jaya , Indonesia,4.4,3.6,4.4,4.4,3.8,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 21:30)","Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Grand Wisata, Blok AA9 No. 21Jl. Celebration Boulevard, Mustika Jaya, Bekasi",089501503383,Di bawah Rp. 50.000 /orang
"Asia - Hotel The Ritz Carlton Mega Kuningan 
                [ China, Barat, Indonesia, Jepang ]",https://pergikuliner.com/restaurants/jakarta/asia-hotel-the-ritz-carlton-mega-kuningan-kuningan,Kuningan ," China, Barat, Indonesia, Jepang",4.2,4.3,3.5,4.3,4.3,"Senin - Kamis (07:00 - 10:00), Jumat (07:00 - 10:00, 18:00 - 21:00), Sabtu - Minggu (07:00 - 10:00, 12:00 - 14:30, 18:00 - 21:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkirAlkohol,"Hotel The Ritz Carlton Mega Kuningan, Lantai Ground, Kawasan Mega KuninganJl. Dr. Ide Anak Agung Gde Agung No. 1, Kuningan, Jakarta Selatan",021 25518888,Di atas Rp. 200.000 /orang
"Ramen SeiRock-Ya 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/ramen-seirock-ya-puri,Puri , Jepang,4.6,3.5,4.2,4.4,4.2,Senin - Minggu (10:00 - 21:30),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalBisa reservasiArea parkir,"Puri Indah Mall, Lantai 2Jl. Puri Indah Raya, Puri, Jakarta Barat",021 5820797,Rp. 50.000 - Rp. 100.000 /orang
"Tom Sushi 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/tom-sushi-tebet,Tebet , Jepang,4.3,4.2,4.4,4.3,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Kota Kasablanka, Lantai Upper Ground, Little Tokyo Kota KasablankaJl. Casablanca Raya, Tebet, Jakarta Selatan",021 22907585,Rp. 50.000 - Rp. 100.000 /orang
"Toko Kopi Tuku 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-fatmawati,Fatmawati , Kafe,4.4,3.4,4.4,4.0,3.9,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% Halal,"Jl. Cipete Raya No. 7 (Sebelah Alfamart), Fatmawati, Jakarta Selatan",08111010736,Di bawah Rp. 50.000 /orang
"My Kopi-O! - Hay Bandung 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/my-kopi-o-hay-bandung-trunojoyo,Trunojoyo , Kafe,4.2,4.5,3.6,4.1,4.3,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Hay BandungJl. Trunojoyo No. 19, Trunojoyo, Bandung","022 20529595,  081807127900",Rp. 50.000 - Rp. 100.000 /orang
"Okinawa Sushi 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/okinawa-sushi-bintaro,Bintaro , Jepang,4.3,4.0,3.9,4.3,4.3,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalBisa reservasiArea parkir,"Jl. Menteng Raya Blok FA1 No. 25D (Bintaro Sektor 7), Bintaro, Tangerang Selatan",021 22212785,Rp. 100.000 - Rp. 200.000 /orang
"PO SupperKlab 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/po-supperklab-cikini,Cikini , China,4.8,4.6,4.2,4.6,4.6,"Senin - Kamis (11:00 - 23:00), Jumat - Minggu (11:00 - 24:00)","Tunai, Visa, Master, Debet",WifiArea merokok100% HalalArea parkirAlkohol,"Jl. Cikini Raya No. 37B, Cikini, Menteng, Jakarta Pusat",087877373388,Rp. 100.000 - Rp. 200.000 /orang
Kecut Manis,https://pergikuliner.com/restaurants/surabaya/kecut-manis-wiyung,,,4.6,4.6,4.6,4.4,4.6,Senin - Minggu (10:00 - 22:00),"Tunai, Debet",100% HalalArea parkir,"Pakuwon Mall, Lantai 2, Food SocietyJl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",081330017969,Di bawah Rp. 50.000 /orang
"Saigon Delight 
                [ Vietnam ]",https://pergikuliner.com/restaurants/jakarta/saigon-delight-kuningan,Kuningan , Vietnam,4.4,4.5,4.0,4.5,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega KuninganJl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan","021 30066194,  021 30066705",Rp. 100.000 - Rp. 200.000 /orang
